timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,state
0,41.97,17.40,102.27,835,1113,2.19,1.53,2.24,1.68,1
500,42.05,17.30,102.27,753,1052,2.19,1.53,2.24,1.63,1
1000,41.93,17.17,102.27,668,976,2.19,1.52,2.23,1.57,1
1500,41.84,17.08,102.27,599,886,2.19,1.52,2.24,1.59,1
2000,42.13,17.00,102.27,636,890,2.20,1.52,2.24,1.75,1
2500,42.20,16.94,102.27,707,959,2.21,1.52,2.25,1.82,1
3000,42.43,16.91,102.27,689,961,2.21,1.52,2.25,1.85,1
3500,42.55,16.86,102.27,638,905,2.22,1.52,2.26,1.84,1
4000,42.76,16.81,102.26,686,924,2.23,1.53,2.27,1.97,1
4500,42.96,16.75,102.26,956,1136,2.24,1.52,2.28,2.00,1
5000,43.11,16.71,102.27,1315,1459,2.25,1.53,2.29,2.07,1
5500,43.28,16.66,102.27,919,1344,2.25,1.53,2.29,2.01,1
6000,43.51,16.55,102.27,932,1374,2.26,1.53,2.30,2.14,1
6500,43.70,16.47,102.27,1360,1736,2.27,1.53,2.31,2.15,2
7000,43.76,16.37,102.27,1173,1757,2.27,1.53,2.32,2.07,2
7500,43.65,16.27,102.27,843,1492,2.27,1.53,2.31,1.95,2
8000,43.37,16.16,102.27,717,1289,2.26,1.52,2.31,1.81,2
8500,43.40,16.12,102.27,686,1188,2.26,1.52,2.30,1.79,2
9000,43.15,16.05,102.27,554,1051,2.25,1.52,2.29,1.65,2
9500,42.88,16.01,102.27,488,948,2.24,1.51,2.29,1.61,2
10000,42.65,15.98,102.27,563,906,2.24,1.51,2.28,1.67,2
10500,42.75,16.07,102.26,781,1071,2.25,1.51,2.29,1.91,2
11000,43.01,16.20,102.27,1052,1272,2.26,1.52,2.30,1.94,2
11500,43.16,16.25,102.27,1548,1806,2.27,1.52,2.31,2.14,2
12000,43.44,16.34,102.27,1131,1704,2.27,1.52,2.32,2.06,2
12500,43.25,16.31,102.27,1090,1651,2.27,1.52,2.32,2.00,2
13000,43.20,16.29,102.27,835,1455,2.27,1.52,2.31,1.93,2
13500,43.19,16.31,102.27,772,1353,2.28,1.52,2.32,2.08,2
14000,43.28,16.33,102.27,1540,1845,2.28,1.52,2.33,2.14,2
14500,43.70,16.38,102.27,1947,2561,2.30,1.53,2.35,2.32,2
15000,43.79,16.39,102.27,1702,2496,2.30,1.53,2.35,2.24,2
15500,43.97,16.39,102.27,2607,3188,2.32,1.54,2.37,2.40,2
16000,44.46,16.47,102.26,3525,4332,2.34,1.55,2.39,2.50,2
16500,44.55,16.46,102.27,3237,4447,2.34,1.55,2.39,2.33,2
17000,44.90,16.50,102.27,3959,5134,2.36,1.56,2.40,2.45,2
17500,44.92,16.46,102.27,5267,6523,2.36,1.56,2.41,2.38,2
18000,45.08,16.45,102.26,5678,7295,2.38,1.57,2.42,2.45,2
18500,45.67,16.48,102.26,8759,9963,2.40,1.59,2.44,2.62,2
19000,46.50,16.50,102.27,8215,10199,2.42,1.60,2.46,2.71,2
19500,47.08,16.46,102.26,7091,9333,2.43,1.61,2.48,2.70,2
20000,47.50,16.33,102.26,6755,9254,2.43,1.61,2.48,2.60,2
20500,47.66,16.12,102.27,10230,11933,2.45,1.62,2.49,2.62,2
21000,48.10,15.94,102.26,9883,12406,2.46,1.63,2.50,2.70,2
21500,48.53,15.76,102.27,7248,10481,2.46,1.63,2.51,2.70,2
22000,48.89,15.60,102.27,6854,10087,2.47,1.64,2.51,2.68,2
22500,48.97,15.41,102.27,7323,10109,2.48,1.64,2.52,2.68,2
23000,49.29,15.22,102.27,5325,8826,2.48,1.65,2.54,2.72,2
23500,49.29,15.00,102.27,4995,8286,2.48,1.65,2.52,2.56,2
24000,49.58,14.87,102.26,4430,7577,2.48,1.65,2.54,2.65,2
24500,49.57,14.67,102.27,3306,6253,2.47,1.65,2.53,2.53,2
25000,49.54,14.48,102.27,3353,6102,2.48,1.65,2.53,2.64,2
25500,49.53,14.35,102.27,1996,5004,2.46,1.64,2.52,2.45,2
26000,49.38,14.15,102.27,1858,4477,2.46,1.64,2.51,2.44,2
26500,49.49,14.01,102.27,1636,3890,2.45,1.63,2.50,2.36,2
27000,49.71,13.93,102.27,3549,5661,2.46,1.64,2.51,2.52,2
27500,50.30,13.97,102.26,4577,6699,2.48,1.66,2.55,2.77,2
28000,51.04,14.04,102.27,8979,10773,2.50,1.67,2.56,2.79,2
28500,51.61,14.09,102.26,15805,14882,2.52,1.69,2.58,2.83,2
29000,52.09,14.12,102.27,23593,24236,2.52,1.71,2.59,2.80,2
29500,52.52,14.05,102.26,24572,26677,2.55,1.73,2.61,2.84,2
30000,53.23,14.08,102.27,13255,15692,2.55,1.73,2.61,2.79,2
30500,53.53,14.00,102.27,14468,15749,2.55,1.74,2.61,2.81,2
31000,53.80,13.90,102.27,11383,14758,2.55,1.75,2.61,2.75,2
31500,53.68,13.63,102.27,5823,10323,2.54,1.73,2.60,2.61,2
32000,53.30,13.30,102.27,4104,7486,2.53,1.71,2.59,2.53,2
32500,53.41,13.09,102.27,3552,6694,2.53,1.71,2.59,2.60,2
33000,53.11,12.86,102.27,3110,6082,2.51,1.70,2.58,2.54,2
33500,52.85,12.67,102.27,2757,5801,2.51,1.69,2.57,2.50,2
34000,52.75,12.60,102.27,6825,9107,2.52,1.70,2.58,2.61,2
34500,52.82,12.61,102.26,8840,11618,2.52,1.71,2.58,2.61,2
35000,53.02,12.62,102.27,7937,11516,2.53,1.72,2.58,2.65,2
35500,53.37,12.71,102.27,5736,9682,2.54,1.72,2.59,2.66,2
36000,53.72,12.84,102.27,7618,10773,2.55,1.74,2.60,2.71,2
36500,53.99,13.01,102.27,12042,14499,2.56,1.75,2.61,2.82,2
37000,53.88,13.06,102.27,11226,14162,2.55,1.75,2.61,2.76,2
37500,53.77,12.98,102.27,12262,14567,2.56,1.75,2.62,2.75,2
38000,53.76,12.97,102.27,14551,15715,2.56,1.76,2.62,2.73,2
38500,53.78,12.95,102.27,19458,21099,2.56,1.77,2.63,2.70,2
39000,53.89,13.01,102.27,13407,16120,2.57,1.78,2.62,2.66,2
39500,53.68,12.94,102.27,8192,12203,2.56,1.76,2.61,2.56,2
40000,53.77,12.97,102.27,7624,11606,2.55,1.77,2.61,2.55,2
40500,53.52,12.90,102.27,4329,8364,2.54,1.76,2.59,2.45,2
41000,53.32,12.77,102.27,3130,6478,2.54,1.75,2.58,2.38,2
41500,53.38,12.77,102.27,3851,6739,2.55,1.76,2.59,2.58,2
42000,53.45,12.88,102.27,3645,6754,2.54,1.76,2.59,2.57,2
42500,53.48,12.92,102.27,3976,6879,2.54,1.76,2.58,2.45,2
43000,53.69,12.98,102.27,4889,8556,2.55,1.76,2.58,2.54,2
43500,53.75,13.04,102.27,3927,7149,2.54,1.76,2.58,2.50,2
44000,53.68,13.03,102.27,5406,8477,2.55,1.76,2.58,2.56,2
44500,53.85,13.05,102.27,5771,9513,2.55,1.77,2.60,2.65,2
45000,53.96,13.02,102.27,4256,7475,2.54,1.76,2.60,2.64,2
45500,54.02,13.02,102.27,5001,8274,2.55,1.77,2.60,2.67,2
46000,54.05,13.04,102.27,4845,8083,2.55,1.78,2.60,2.59,2
46500,54.24,13.13,102.26,9466,11843,2.56,1.79,2.61,2.71,2
47000,54.38,13.16,102.26,7838,11325,2.55,1.79,2.61,2.63,2
47500,54.46,13.19,102.27,10937,13430,2.57,1.81,2.62,2.74,2
48000,54.73,13.35,102.26,19237,18171,2.58,1.82,2.64,2.78,2
48500,55.35,13.63,102.26,20698,21971,2.60,1.85,2.65,2.83,2
49000,55.50,13.81,102.27,19706,20576,2.59,1.84,2.65,2.73,2
