timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,state
0,24.36,53.62,102.13,400,0,1.66,0.74,1.62,1.24,1
500,24.56,53.62,102.13,410,0,1.66,0.74,1.61,1.24,1
1000,24.83,53.57,102.13,400,0,1.66,0.74,1.62,1.24,1
1500,25.00,53.48,102.13,443,6,1.67,0.74,1.62,1.35,1
2000,25.08,53.30,102.13,458,3,1.67,0.74,1.62,1.32,1
2500,25.14,53.10,102.13,472,10,1.66,0.74,1.62,1.30,1
3000,25.19,52.94,102.13,458,6,1.67,0.74,1.62,1.34,1
3500,25.23,52.81,102.13,492,11,1.67,0.74,1.63,1.42,1
4000,25.26,52.65,102.13,532,28,1.67,0.75,1.64,1.46,1
4500,25.29,52.49,102.13,600,53,1.68,0.74,1.64,1.45,1
5000,25.31,52.34,102.13,558,58,1.68,0.75,1.64,1.40,1
5500,25.34,52.20,102.13,511,48,1.68,0.74,1.64,1.36,1
6000,25.36,52.08,102.13,531,51,1.68,0.74,1.64,1.37,1
6500,25.38,52.00,102.13,560,63,1.68,0.74,1.64,1.40,1
7063,25.32,51.85,102.13,581,72,1.68,0.74,1.65,1.43,2
7563,25.38,51.80,102.12,747,119,1.68,0.75,1.65,1.42,2
8063,25.40,51.72,102.13,975,194,1.69,0.75,1.65,1.41,2
8563,25.46,51.65,102.13,1628,381,1.73,0.75,1.68,1.78,2
9063,25.48,51.60,102.13,1305,459,1.72,0.75,1.68,1.68,2
9563,25.49,51.52,102.13,897,427,1.73,0.75,1.69,1.66,2
10063,25.51,51.46,102.13,749,392,1.73,0.75,1.69,1.60,2
10563,25.53,51.40,102.13,724,370,1.73,0.75,1.69,1.58,2
11063,25.53,51.32,102.13,746,378,1.73,0.75,1.70,1.58,2
11563,25.55,51.29,102.13,632,337,1.73,0.75,1.69,1.48,2
12063,25.55,51.21,102.13,538,281,1.72,0.75,1.68,1.37,2
12563,25.55,51.17,102.13,460,235,1.71,0.75,1.68,1.30,2
13063,25.55,51.09,102.13,400,201,1.71,0.75,1.67,1.25,2
13563,25.61,51.04,102.13,812,280,1.73,0.75,1.68,1.50,2
14063,25.76,51.04,102.13,4099,1296,1.79,0.76,1.75,2.14,2
14563,25.87,51.04,102.13,5846,2835,1.82,0.78,1.80,2.28,2
15063,25.97,50.99,102.13,4101,3299,1.83,0.79,1.83,2.20,2
15563,26.02,50.93,102.13,2636,2784,1.84,0.79,1.84,2.09,2
16063,26.22,50.91,102.13,1941,2471,1.85,0.80,1.85,2.19,2
