timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,state
0,35.53,27.97,102.13,688,142,1.91,1.10,1.91,1.59,1
500,35.86,27.96,102.13,691,185,1.91,1.10,1.92,1.56,1
1000,35.83,27.91,102.13,598,176,1.91,1.10,1.91,1.44,1
1500,35.79,27.89,102.13,628,180,1.92,1.10,1.92,1.50,1
2000,35.95,27.99,102.13,808,234,1.93,1.11,1.94,1.90,1
2500,36.21,28.04,102.13,1331,426,1.95,1.11,1.96,2.06,1
3000,36.19,28.05,102.13,1326,563,1.95,1.12,1.97,1.95,1
3500,36.31,28.00,102.13,1728,896,1.97,1.12,1.99,2.03,1
4000,36.33,27.94,102.13,2087,1253,1.99,1.12,2.00,2.12,1
4500,36.31,27.85,102.13,1735,1314,2.00,1.13,2.01,2.03,1
5000,36.52,27.82,102.13,1699,1459,2.00,1.13,2.02,2.04,1
5500,36.64,27.74,102.13,1398,1360,2.00,1.12,2.02,1.92,1
6000,36.68,27.60,102.13,1023,1229,2.00,1.13,2.02,1.86,1
6500,36.56,27.45,102.13,770,1043,1.99,1.12,2.01,1.69,1
7000,36.29,27.30,102.13,628,889,1.98,1.12,2.00,1.57,1
7500,36.18,27.18,102.13,743,861,1.99,1.11,2.00,1.65,1
8000,36.47,27.19,102.13,1114,1077,2.00,1.12,2.02,1.92,1
8500,36.56,27.16,102.13,2766,1856,2.04,1.13,2.05,2.34,1
9000,36.59,27.16,102.13,1826,1856,2.03,1.13,2.06,2.15,1
9500,36.92,27.20,102.13,1960,2055,2.05,1.14,2.07,2.21,2
10000,37.13,27.19,102.13,1626,1852,2.05,1.14,2.07,2.05,2
10500,37.55,27.24,102.13,1931,2004,2.07,1.15,2.09,2.25,2
11000,37.92,27.22,102.13,1780,2057,2.08,1.16,2.11,2.28,2
11500,38.21,27.15,102.13,1964,2233,2.10,1.18,2.13,2.30,2
12000,38.26,26.98,102.14,1664,2133,2.09,1.18,2.13,2.13,2
12500,38.06,26.74,102.13,1376,1845,2.09,1.17,2.12,1.99,2
13000,38.08,26.58,102.13,1488,1833,2.10,1.17,2.12,2.04,2
13500,38.23,26.46,102.13,1300,1713,2.09,1.17,2.12,1.98,2
14000,38.22,26.28,102.13,910,1388,2.08,1.17,2.11,1.85,2
14500,38.32,26.16,102.13,840,1253,2.09,1.17,2.11,1.90,2
15000,38.47,26.01,102.13,832,1201,2.09,1.17,2.11,1.96,2
15500,38.48,25.87,102.13,782,1127,2.08,1.17,2.11,1.92,2
16000,38.39,25.68,102.14,665,983,2.07,1.16,2.10,1.77,2
