timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,state
0,58.66,8.81,102.12,7016,9884,2.32,1.88,2.40,2.62,1
500,59.12,8.95,102.12,3456,6413,2.30,1.87,2.39,2.16,1
1000,59.58,8.95,102.12,2069,4929,2.29,1.86,2.38,1.85,1
1500,59.88,8.85,102.12,1696,3855,2.27,1.86,2.37,1.68,1
2000,60.03,8.73,102.12,1423,3098,2.27,1.85,2.36,1.59,1
2500,59.64,8.62,102.13,1366,2838,2.26,1.85,2.35,1.56,1
3000,59.04,8.56,102.12,1624,2865,2.26,1.85,2.35,1.84,1
3500,58.80,8.71,102.12,3581,4522,2.29,1.85,2.37,2.40,1
4000,58.84,8.88,102.13,2928,4653,2.28,1.85,2.37,2.23,1
4500,58.88,8.96,102.13,1940,3825,2.28,1.84,2.36,1.93,1
5000,58.67,8.93,102.13,1586,3108,2.27,1.83,2.35,1.79,1
5500,58.80,8.98,102.12,1475,2888,2.26,1.83,2.35,1.83,1
6000,58.80,8.96,102.12,1400,2688,2.26,1.82,2.34,1.77,1
6500,58.92,8.99,102.12,1525,2706,2.27,1.82,2.35,2.06,1
7000,58.89,9.03,102.13,1691,2782,2.27,1.82,2.35,2.03,1
7500,58.85,9.02,102.13,1642,2764,2.26,1.82,2.35,1.95,1
8000,58.66,9.01,102.13,1553,2667,2.26,1.82,2.34,1.90,1
8500,58.54,9.02,102.13,1430,2537,2.26,1.81,2.34,1.90,1
9041,58.43,9.04,102.13,1329,2404,2.25,1.81,2.34,1.91,2
9541,58.28,9.09,102.12,1285,2304,2.25,1.80,2.33,1.91,2
10041,58.38,9.14,102.12,1312,2230,2.25,1.80,2.33,1.89,2
10541,58.65,9.17,102.12,1601,2410,2.25,1.80,2.33,2.02,2
11041,58.89,9.22,102.12,1700,2528,2.26,1.80,2.33,2.07,2
11541,59.19,9.20,102.12,1749,2577,2.26,1.80,2.34,2.06,2
12041,59.27,9.18,102.12,2482,2995,2.27,1.80,2.34,2.18,2
12541,59.23,9.15,102.12,2585,3394,2.27,1.80,2.34,2.16,2
13041,59.32,9.13,102.12,2624,3650,2.27,1.80,2.35,2.19,2
13541,59.41,9.09,102.12,2447,3620,2.27,1.80,2.34,2.08,2
14041,59.62,9.07,102.13,2401,3655,2.27,1.80,2.34,2.11,2
14541,59.78,9.06,102.12,2671,3956,2.28,1.80,2.35,2.27,2
15041,59.86,9.05,102.13,2639,4001,2.28,1.79,2.35,2.22,2
15541,60.04,9.06,102.12,3107,4397,2.28,1.80,2.35,2.25,2
16041,60.18,9.02,102.13,3422,4813,2.29,1.80,2.35,2.25,2
16541,60.25,9.02,102.12,3863,5270,2.30,1.80,2.36,2.39,2
17041,60.48,9.02,102.13,3309,5079,2.30,1.80,2.36,2.35,2
17541,60.60,8.97,102.13,3041,4853,2.30,1.80,2.36,2.23,2
18041,60.73,8.89,102.12,2838,4723,2.30,1.80,2.36,2.24,2
18541,61.04,8.86,102.12,2462,4327,2.30,1.79,2.36,2.24,2
