timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,nh3,state
0,27.76,35.41,101.43,400,214,1.66,1.25,1.65,1.02,0.96,1
500,28.13,35.44,101.43,400,208,1.66,1.24,1.65,1.02,0.96,1
1000,28.26,35.38,101.43,400,213,1.65,1.25,1.65,1.01,0.96,1
1500,28.32,35.29,101.43,400,211,1.65,1.24,1.65,1.02,0.96,1
2000,28.38,35.20,101.43,400,213,1.66,1.24,1.64,1.02,0.96,1
2500,28.46,35.11,101.43,400,215,1.66,1.25,1.65,1.09,1.02,1
3000,28.53,35.03,101.44,400,308,1.68,1.25,1.66,1.30,1.03,1
3500,28.58,34.97,101.43,400,512,1.70,1.25,1.69,1.52,1.06,1
4000,28.62,34.90,101.43,400,758,1.70,1.25,1.70,1.41,1.06,1
4500,28.64,34.83,101.43,400,979,1.71,1.25,1.70,1.46,1.09,1
5000,28.63,34.77,101.43,400,1050,1.71,1.25,1.71,1.36,1.09,1
5500,28.62,34.71,101.43,400,1026,1.70,1.25,1.70,1.25,1.07,2
6000,28.60,34.67,101.43,400,967,1.70,1.25,1.70,1.18,1.06,2
6500,28.60,34.63,101.43,400,885,1.70,1.25,1.70,1.14,1.04,2
7000,28.63,34.61,101.43,400,835,1.70,1.25,1.69,1.12,1.05,2
7500,28.62,34.59,101.44,400,791,1.70,1.25,1.69,1.12,1.06,2
8000,28.61,34.56,101.44,400,734,1.70,1.25,1.69,1.13,1.12,2
8500,28.65,34.56,101.44,400,796,1.70,1.25,1.70,1.19,1.17,2
9000,28.73,34.57,101.44,400,814,1.71,1.26,1.70,1.28,1.14,2
9500,28.81,34.60,101.44,400,792,1.71,1.25,1.70,1.26,1.12,2
10000,28.89,34.58,101.44,400,848,1.72,1.26,1.71,1.38,1.19,2
10500,29.13,34.59,101.43,400,1047,1.73,1.26,1.73,1.50,1.25,2
11000,29.30,34.55,101.44,400,1147,1.74,1.27,1.74,1.50,1.27,2
11500,29.44,34.51,101.43,400,1165,1.75,1.27,1.75,1.50,1.27,2
12000,29.54,34.44,101.44,400,1220,1.75,1.27,1.75,1.50,1.27,2
12500,29.62,34.32,101.43,400,1263,1.75,1.28,1.76,1.48,1.27,2
13000,29.75,34.23,101.44,400,1289,1.76,1.29,1.77,1.50,1.29,2
13500,29.76,34.12,101.43,400,1251,1.76,1.28,1.77,1.43,1.27,2
14000,29.76,33.96,101.43,400,1202,1.76,1.29,1.77,1.36,1.27,2
14500,29.90,33.81,101.43,400,1166,1.76,1.28,1.76,1.35,1.23,2
15000,29.96,33.67,101.44,400,1105,1.75,1.28,1.76,1.28,1.20,2
15500,29.95,33.51,101.44,400,1043,1.75,1.28,1.76,1.22,1.18,2
16000,29.91,33.37,101.44,400,976,1.75,1.28,1.75,1.18,1.17,2
16500,29.87,33.24,101.44,400,902,1.74,1.28,1.75,1.16,1.16,2
17000,29.82,33.08,101.44,400,831,1.74,1.27,1.74,1.15,1.14,2
17500,29.81,32.96,101.44,400,779,1.74,1.27,1.74,1.15,1.17,2
18000,29.90,32.87,101.44,400,783,1.74,1.27,1.74,1.22,1.16,2
18500,29.90,32.78,101.43,400,754,1.74,1.27,1.74,1.18,1.17,2
19000,30.00,32.68,101.44,400,722,1.74,1.27,1.74,1.28,1.20,2
19500,30.23,32.66,101.43,400,764,1.75,1.27,1.75,1.37,1.21,2
20000,30.30,32.56,101.43,400,742,1.75,1.27,1.75,1.35,1.21,2
20500,30.27,32.48,101.44,400,753,1.74,1.27,1.75,1.28,1.24,2
21000,30.36,32.40,101.43,400,912,1.75,1.27,1.75,1.37,1.27,2
21500,30.58,32.33,101.43,400,1015,1.75,1.28,1.76,1.40,1.29,2
22000,30.70,32.25,101.44,400,1072,1.76,1.28,1.77,1.53,1.34,2
22500,31.03,32.22,101.44,400,1246,1.78,1.29,1.79,1.65,1.40,2
23000,31.38,32.19,101.44,400,1346,1.80,1.31,1.81,1.70,1.44,2
23500,31.48,32.10,101.44,400,1459,1.80,1.32,1.81,1.59,1.46,2
24000,31.41,31.95,101.44,400,1476,1.80,1.32,1.81,1.54,1.47,2
24500,31.38,31.80,101.44,400,1420,1.80,1.32,1.82,1.49,1.45,2
25000,31.30,31.63,101.44,400,1429,1.80,1.32,1.81,1.42,1.47,2
25500,31.39,31.48,101.44,400,1471,1.81,1.33,1.82,1.52,1.56,2
26000,31.48,31.39,101.44,400,1584,1.82,1.34,1.83,1.59,1.62,2
26500,31.53,31.28,101.44,400,1764,1.82,1.34,1.83,1.55,1.55,2
27000,31.52,31.18,101.44,400,1688,1.81,1.33,1.83,1.46,1.48,2
27500,31.61,31.08,101.44,400,1660,1.82,1.33,1.83,1.52,1.48,2
28000,31.71,31.00,101.44,400,1582,1.81,1.33,1.83,1.47,1.41,2
28500,31.82,30.90,101.44,400,1510,1.81,1.33,1.83,1.54,1.45,2
29000,32.06,30.85,101.44,400,1526,1.81,1.33,1.84,1.52,1.44,2
29500,32.07,30.75,101.44,400,1434,1.81,1.33,1.83,1.48,1.44,2
