timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,nh3,state
0,75.23,3.09,101.39,400,5330,2.32,2.12,2.43,1.14,1.05,1
500,75.18,3.07,101.39,400,5169,2.31,2.12,2.43,1.14,1.04,1
1000,75.09,3.07,101.39,400,4934,2.31,2.11,2.43,1.14,1.04,1
1500,74.86,3.08,101.40,400,4758,2.30,2.11,2.42,1.14,1.04,1
2000,74.34,3.08,101.40,400,4673,2.30,2.10,2.42,1.13,1.03,1
2500,73.76,3.11,101.40,400,4603,2.30,2.10,2.41,1.13,1.03,1
3000,73.59,3.18,101.40,400,4342,2.29,2.09,2.41,1.13,1.03,1
3500,73.36,3.23,101.40,400,4176,2.29,2.09,2.41,1.13,1.03,1
4000,73.13,3.26,101.40,400,4046,2.29,2.08,2.40,1.13,1.03,1
4500,73.20,3.30,101.40,400,4106,2.29,2.08,2.40,1.14,1.02,1
5000,73.44,3.35,101.40,400,4086,2.28,2.08,2.40,1.14,1.03,1
5500,72.79,3.34,101.40,400,4181,2.28,2.08,2.40,1.21,1.13,1
6000,72.27,3.38,101.40,400,5345,2.30,2.08,2.42,1.76,1.19,1
6500,71.93,3.48,101.41,400,5656,2.30,2.08,2.43,1.66,1.14,1
7000,71.35,3.52,101.41,400,5495,2.30,2.07,2.41,1.42,1.13,1
7500,70.79,3.56,101.41,400,5194,2.29,2.06,2.41,1.33,1.14,1
8000,70.83,3.66,101.40,400,5049,2.29,2.05,2.41,1.35,1.13,1
8500,70.63,3.69,101.41,400,4999,2.28,2.05,2.40,1.30,1.12,1
9079,70.10,3.77,101.41,400,4763,2.28,2.05,2.40,1.33,1.14,2
9579,69.75,3.83,101.41,400,4683,2.27,2.04,2.39,1.28,1.12,2
10079,69.44,3.90,101.41,400,4427,2.27,2.04,2.39,1.25,1.13,2
10579,69.20,3.97,101.41,400,4312,2.27,2.03,2.38,1.28,1.20,2
11079,69.24,4.04,101.41,400,4282,2.27,2.03,2.38,1.34,1.21,2
11579,69.37,4.09,101.41,400,4161,2.27,2.03,2.39,1.33,1.21,2
12079,69.25,4.11,101.42,400,4267,2.27,2.04,2.39,1.38,1.23,2
12579,69.15,4.14,101.41,400,4332,2.27,2.03,2.39,1.44,1.27,2
13079,69.31,4.18,101.41,400,4437,2.27,2.03,2.39,1.46,1.33,2
13579,69.33,4.21,101.41,400,4573,2.28,2.03,2.39,1.55,1.35,2
14079,69.48,4.24,101.41,400,4718,2.28,2.03,2.40,1.66,1.35,2
14579,69.78,4.30,101.40,400,4949,2.29,2.03,2.40,1.69,1.37,2
