timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,nh3,state
0,50.57,10.55,101.44,400,1886,2.14,1.65,2.18,0.92,1.04,1
500,50.92,10.49,101.44,400,1713,2.13,1.65,2.17,0.91,1.04,1
1000,50.94,10.41,101.44,400,1577,2.12,1.64,2.17,0.90,1.03,1
1500,50.95,10.36,101.44,400,1418,2.12,1.64,2.16,0.90,1.02,1
2000,50.79,10.28,101.44,400,1293,2.12,1.63,2.15,0.90,1.01,1
2500,50.58,10.23,101.44,400,1241,2.11,1.63,2.15,0.89,1.01,1
3000,50.42,10.22,101.44,400,1186,2.10,1.63,2.15,0.89,1.01,1
3500,50.28,10.22,101.44,400,1128,2.10,1.62,2.14,0.89,1.01,1
4000,50.38,10.27,101.44,400,1079,2.10,1.62,2.14,0.88,1.00,1
4500,50.23,10.26,101.44,400,1034,2.09,1.62,2.13,0.88,1.00,1
5000,50.05,10.29,101.44,400,986,2.09,1.61,2.13,0.88,1.00,1
5500,49.84,10.32,101.44,400,949,2.09,1.61,2.13,0.88,0.99,1
6000,49.78,10.36,101.44,400,914,2.09,1.61,2.12,0.88,0.99,1
6500,49.64,10.40,101.44,400,877,2.08,1.60,2.12,0.88,0.99,1
7000,49.52,10.47,101.44,400,827,2.08,1.60,2.12,0.87,0.98,1
7500,49.37,10.50,101.44,400,769,2.08,1.60,2.12,0.87,0.98,1
8000,49.04,10.56,101.44,400,721,2.08,1.59,2.11,0.87,0.98,1
8500,49.01,10.65,101.44,400,702,2.07,1.59,2.11,0.87,0.98,1
9000,49.23,10.74,101.44,400,673,2.07,1.59,2.11,0.87,0.97,1
9500,49.39,10.80,101.43,400,820,2.07,1.59,2.11,0.99,1.02,1
10000,49.13,10.81,101.44,400,1289,2.10,1.60,2.14,1.53,1.07,1
10500,48.88,10.87,101.44,406,1886,2.11,1.60,2.15,1.48,1.06,1
11000,48.71,10.93,101.44,757,3148,2.13,1.60,2.17,1.64,1.10,1
11500,48.73,11.01,101.44,737,4537,2.14,1.60,2.18,1.65,1.12,1
12000,48.64,11.08,101.44,699,5265,2.15,1.60,2.19,1.58,1.16,1
12500,48.54,11.18,101.44,889,6744,2.15,1.60,2.20,1.60,1.20,1
13000,48.51,11.23,101.44,923,8713,2.16,1.60,2.21,1.71,1.19,1
13500,48.58,11.33,101.45,718,8049,2.18,1.61,2.22,1.79,1.20,1
14000,48.54,11.43,101.44,789,9220,2.17,1.60,2.22,1.67,1.21,1
14500,48.38,11.49,101.45,684,8837,2.17,1.59,2.22,1.49,1.25,1
15000,48.04,11.49,101.45,616,8207,2.16,1.59,2.21,1.41,1.33,1
15500,47.78,11.53,101.45,540,7644,2.16,1.59,2.20,1.43,1.44,2
16000,47.71,11.57,101.44,515,7000,2.17,1.58,2.21,1.56,1.53,2
16500,47.82,11.64,101.44,515,7273,2.18,1.58,2.22,1.60,1.54,2
17000,47.61,11.68,101.44,500,7126,2.18,1.58,2.21,1.55,1.57,2
17500,47.42,11.72,101.44,438,6689,2.18,1.58,2.21,1.50,1.64,2
18000,47.49,11.79,101.44,1229,11325,2.19,1.58,2.23,1.76,1.71,2
18500,47.58,11.86,101.44,1697,17265,2.20,1.58,2.23,1.69,1.74,2
19000,47.49,11.88,101.44,1333,16359,2.19,1.58,2.23,1.61,1.67,2
19500,47.27,11.91,101.44,1588,19949,2.20,1.58,2.23,1.61,1.64,2
20000,47.16,11.95,101.44,1732,23261,2.19,1.58,2.23,1.53,1.58,2
20500,47.02,11.99,101.44,1330,21204,2.19,1.58,2.23,1.56,1.60,2
21000,46.99,12.06,101.44,1118,16986,2.20,1.58,2.23,1.63,1.68,2
21500,47.35,12.18,101.44,1669,22703,2.22,1.59,2.25,2.01,1.84,2
22000,47.85,12.26,101.44,1727,26955,2.23,1.60,2.27,2.04,1.83,2
22500,47.96,12.28,101.44,1591,26084,2.24,1.60,2.27,1.99,1.78,2
23000,48.20,12.29,101.44,1285,23016,2.25,1.60,2.29,2.05,1.68,2
23500,47.92,12.25,101.45,694,15051,2.24,1.59,2.27,1.69,1.64,2
24000,47.33,12.17,101.45,476,11967,2.22,1.58,2.25,1.50,1.61,2
24500,47.02,12.16,101.44,400,9862,2.21,1.58,2.25,1.49,1.68,2
25000,46.84,12.19,101.44,400,7858,2.20,1.57,2.24,1.45,1.66,2
25500,46.63,12.23,101.45,400,7183,2.21,1.57,2.24,1.50,1.74,2
