timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,nh3,state
0,42.58,15.63,101.43,400,535,1.99,1.49,2.02,0.90,0.96,1
500,43.07,15.63,101.43,400,521,1.99,1.49,2.02,0.92,0.96,1
1000,43.08,15.54,101.44,400,516,1.99,1.49,2.02,0.94,0.97,1
1500,42.85,15.44,101.43,400,662,2.00,1.49,2.02,1.08,0.99,1
2000,42.67,15.35,101.43,400,883,2.01,1.49,2.03,1.26,1.03,1
2500,42.59,15.29,101.43,400,1006,2.02,1.49,2.04,1.28,1.04,1
3000,42.73,15.30,101.43,400,1143,2.02,1.49,2.04,1.26,1.05,1
3500,42.90,15.30,101.43,400,1120,2.01,1.49,2.04,1.11,1.03,1
4000,42.90,15.30,101.44,400,1047,2.01,1.48,2.03,1.02,1.02,1
4500,42.79,15.26,101.43,400,1009,2.01,1.49,2.03,1.02,1.02,1
5000,42.83,15.27,101.44,400,950,2.01,1.48,2.03,1.01,1.01,1
5500,42.95,15.25,101.43,400,894,2.00,1.48,2.03,1.03,1.00,1
6000,42.94,15.21,101.43,400,868,2.00,1.48,2.02,0.98,0.99,2
6500,42.77,15.21,101.43,400,795,2.00,1.48,2.02,0.95,1.00,2
7000,42.52,15.17,101.43,400,730,2.00,1.48,2.02,0.95,1.01,2
7500,42.39,15.20,101.43,400,694,2.00,1.47,2.02,1.00,1.02,2
8000,42.44,15.25,101.43,400,719,2.00,1.48,2.02,1.05,1.03,2
8500,42.41,15.28,101.43,400,774,2.00,1.48,2.02,1.05,1.02,2
9000,42.06,15.32,101.43,400,729,2.00,1.47,2.02,0.98,1.01,2
9500,41.68,15.37,101.44,400,660,2.00,1.47,2.02,0.94,0.99,2
10000,41.34,15.47,101.43,400,606,1.99,1.47,2.01,0.93,0.99,2
10500,41.16,15.60,101.43,400,582,1.99,1.47,2.01,0.93,0.99,2
11000,40.98,15.73,101.43,400,556,1.99,1.47,2.01,0.92,0.98,2
11500,40.82,15.85,101.43,400,533,1.98,1.46,2.00,0.91,0.98,2
12000,40.76,15.99,101.43,400,519,1.98,1.47,2.00,0.93,0.98,2
12500,40.66,16.12,101.43,400,494,1.98,1.46,2.00,0.92,0.99,2
13000,40.71,16.25,101.43,400,493,1.98,1.46,2.00,0.95,1.00,2
13500,40.90,16.38,101.43,400,493,1.98,1.46,2.00,0.95,1.00,2
14000,41.07,16.47,101.43,400,481,1.98,1.46,2.00,0.98,1.01,2
14500,41.22,16.51,101.43,400,468,1.98,1.46,2.00,1.00,1.02,2
15000,41.40,16.52,101.43,400,475,1.98,1.47,2.00,1.00,1.05,2
15500,41.69,16.55,101.43,400,479,1.99,1.47,2.00,1.03,1.06,2
16000,42.06,16.53,101.43,400,499,1.99,1.47,2.01,1.04,1.06,2
