timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,nh3,state
0,65.17,4.80,101.73,737,5245,2.43,1.83,2.49,1.95,1.55,1
500,65.20,4.81,101.73,615,4748,2.43,1.82,2.49,1.92,1.57,1
1000,65.02,4.81,101.73,696,5049,2.44,1.82,2.50,2.11,1.55,1
1500,64.75,4.86,101.73,580,4673,2.44,1.82,2.50,2.08,1.55,1
2000,64.49,4.93,101.73,567,4583,2.44,1.82,2.51,2.08,1.53,1
2500,64.32,5.00,101.73,1513,7520,2.46,1.83,2.52,2.37,1.57,1
3000,64.30,5.11,101.73,2987,15197,2.48,1.83,2.53,2.39,1.60,1
3500,64.20,5.18,101.73,2009,14308,2.48,1.83,2.53,2.35,1.61,1
4000,64.05,5.24,101.73,3152,16154,2.49,1.83,2.54,2.52,1.73,1
4500,63.91,5.27,101.73,4116,26990,2.49,1.83,2.54,2.28,1.78,1
5000,63.80,5.29,101.73,5533,36227,2.50,1.83,2.55,2.40,1.69,1
5500,63.98,5.37,101.73,4052,29605,2.51,1.83,2.55,2.46,1.64,1
6000,64.05,5.41,101.72,3299,24097,2.52,1.83,2.57,2.62,1.68,1
6500,64.12,5.45,101.73,2923,19705,2.52,1.83,2.56,2.49,1.68,1
7000,64.02,5.42,101.73,2121,16498,2.52,1.83,2.56,2.38,1.62,1
7500,63.94,5.41,101.73,1718,13959,2.52,1.82,2.56,2.39,1.68,1
8000,63.95,5.47,101.73,1714,13858,2.53,1.83,2.57,2.62,1.62,1
8500,63.63,5.47,101.73,961,10211,2.51,1.81,2.55,2.22,1.77,1
9000,63.04,5.44,101.74,1467,11156,2.50,1.80,2.55,2.19,1.89,2
9500,62.87,5.53,101.73,1369,11922,2.51,1.81,2.55,2.25,1.72,2
10000,62.47,5.56,101.74,797,8860,2.49,1.80,2.54,2.07,1.72,2
10500,61.82,5.57,101.74,708,7138,2.48,1.79,2.52,1.81,1.63,2
11000,61.46,5.62,101.73,802,7700,2.47,1.78,2.52,1.91,1.73,2
11500,61.49,5.75,101.73,1154,9805,2.49,1.79,2.52,2.22,1.78,2
12000,61.53,5.84,101.73,787,8376,2.48,1.78,2.53,2.22,1.73,2
12500,61.37,5.90,101.74,1127,9985,2.48,1.78,2.52,2.17,1.80,2
13000,61.22,5.95,101.74,1157,10233,2.48,1.78,2.52,2.18,1.93,2
13500,61.15,6.02,101.74,1035,9985,2.48,1.78,2.52,2.14,1.96,2
14000,61.05,6.09,101.74,961,9423,2.48,1.78,2.52,2.26,1.99,2
14500,61.01,6.15,101.74,964,9062,2.48,1.78,2.53,2.27,1.88,2
15000,61.30,6.22,101.73,1574,12203,2.49,1.79,2.54,2.44,1.84,2
15500,61.60,6.27,101.73,993,10087,2.49,1.78,2.53,2.26,1.76,2
16000,61.89,6.34,101.73,1077,9704,2.49,1.78,2.54,2.28,1.78,2
16500,62.25,6.36,101.73,1265,10728,2.49,1.78,2.54,2.37,1.80,2
17000,62.48,6.36,101.73,1252,10706,2.49,1.78,2.54,2.35,1.81,2
17500,62.68,6.37,101.73,1405,11685,2.50,1.79,2.54,2.44,1.84,2
18000,62.66,6.36,101.74,1421,11775,2.50,1.79,2.55,2.42,1.85,2
18500,62.67,6.38,101.73,1057,10503,2.50,1.79,2.55,2.39,1.90,2
19000,62.68,6.38,101.74,1482,11708,2.51,1.79,2.55,2.42,1.92,2
19500,62.67,6.36,101.73,1209,10886,2.51,1.79,2.55,2.37,1.93,2
20000,62.84,6.30,101.74,1073,10030,2.50,1.79,2.55,2.38,1.93,2
20500,62.95,6.26,101.74,1484,11685,2.50,1.79,2.55,2.43,1.92,2
21000,63.03,6.26,101.74,1349,11404,2.50,1.79,2.55,2.30,1.91,2
21500,63.00,6.23,101.74,1276,11134,2.50,1.79,2.55,2.36,1.87,2
22000,63.21,6.25,101.74,1502,11809,2.50,1.79,2.55,2.33,1.85,2
22500,63.56,6.31,101.73,1203,10897,2.50,1.79,2.55,2.32,1.80,2
23000,63.83,6.29,101.74,1543,12259,2.50,1.79,2.55,2.29,1.79,2
23500,64.07,6.24,101.73,1633,12709,2.50,1.79,2.55,2.36,1.80,2
24000,64.18,6.22,101.73,1891,14184,2.50,1.79,2.55,2.41,1.83,2
24500,64.50,6.25,101.73,1964,14758,2.51,1.80,2.56,2.51,1.80,2
25000,64.82,6.26,101.73,1966,15040,2.51,1.80,2.56,2.43,1.82,2
25500,64.98,6.24,101.73,2261,15895,2.51,1.81,2.56,2.44,1.87,2
26000,64.99,6.14,101.74,1901,14713,2.51,1.81,2.56,2.39,1.99,2
26500,65.28,6.14,101.73,2386,16086,2.52,1.81,2.57,2.45,1.95,2
27000,65.57,6.18,101.74,3071,18834,2.52,1.82,2.57,2.45,1.93,2
27500,65.70,6.16,101.74,4391,30476,2.53,1.83,2.58,2.58,1.94,2
28000,66.21,6.20,101.73,4769,32288,2.54,1.84,2.59,2.61,1.97,2
28500,66.76,6.25,101.73,6779,40166,2.55,1.85,2.60,2.60,1.94,2
29000,67.04,6.26,101.73,5180,37447,2.55,1.85,2.61,2.63,1.94,2
29500,67.20,6.25,101.73,4761,34415,2.55,1.85,2.60,2.58,1.95,2
30000,67.30,6.15,101.73,4656,34101,2.55,1.85,2.60,2.53,2.02,2
30500,67.38,6.09,101.73,3694,28663,2.55,1.86,2.61,2.57,2.05,2
31000,67.77,6.09,101.74,4425,31626,2.56,1.86,2.61,2.60,2.05,2
31500,68.07,6.12,101.73,4918,35461,2.56,1.87,2.61,2.59,2.08,2
32000,68.33,6.06,101.73,5991,39016,2.57,1.87,2.62,2.61,2.16,2
32500,68.66,6.04,101.73,4697,36332,2.56,1.87,2.61,2.57,2.25,2
33000,68.95,6.01,101.73,4337,32672,2.56,1.87,2.62,2.54,2.16,2
33500,68.96,5.91,101.73,5394,38389,2.57,1.88,2.62,2.58,2.14,2
34000,69.10,5.92,101.73,6159,39957,2.57,1.88,2.62,2.60,2.15,2
34500,69.43,5.94,101.73,7381,45011,2.58,1.89,2.63,2.64,2.15,2
35000,69.56,6.01,101.73,8649,47835,2.59,1.91,2.64,2.68,2.11,2
35500,69.85,6.03,101.73,9147,49334,2.59,1.92,2.65,2.71,2.19,2
36000,70.25,6.04,101.73,8730,47974,2.60,1.93,2.66,2.73,2.26,2
36500,70.62,6.06,101.73,8979,48637,2.60,1.93,2.65,2.64,2.27,2
37000,71.11,5.97,101.72,10537,53691,2.60,1.93,2.66,2.63,2.29,2
37500,71.46,5.93,101.73,11064,55434,2.61,1.94,2.66,2.67,2.22,2
38000,71.93,5.94,101.72,10873,56061,2.61,1.95,2.67,2.65,2.26,2
38500,72.20,5.89,101.73,10138,52715,2.61,1.95,2.67,2.65,2.27,2
39000,72.48,5.86,101.72,10306,53795,2.62,1.95,2.67,2.65,2.20,2
39500,72.98,5.83,101.73,10433,53377,2.62,1.95,2.67,2.61,2.20,2
40000,73.13,5.72,101.72,11987,58850,2.62,1.97,2.68,2.67,2.17,2
40500,73.32,5.62,101.72,12648,59651,2.62,1.97,2.68,2.65,2.20,2
41000,73.61,5.55,101.72,15764,60000,2.63,1.98,2.69,2.65,2.27,2
41500,73.85,5.55,101.72,12635,60000,2.63,1.99,2.69,2.67,2.29,2
42000,74.03,5.51,101.72,11987,59338,2.63,1.98,2.69,2.63,2.27,2
42500,74.36,5.55,101.72,14165,60000,2.64,1.99,2.70,2.66,2.28,2
43000,74.69,5.61,101.72,15185,60000,2.64,1.99,2.70,2.65,2.37,2
43500,75.05,5.56,101.71,15061,60000,2.64,2.01,2.71,2.69,2.42,2
44000,75.43,5.50,101.72,14881,60000,2.64,2.00,2.70,2.65,2.43,2
44500,75.55,5.50,101.72,13999,60000,2.65,2.01,2.71,2.66,2.44,2
45000,75.84,5.48,101.72,13434,60000,2.64,2.00,2.70,2.58,2.48,2
45500,76.26,5.45,101.72,11591,58153,2.65,2.01,2.71,2.64,2.43,2
46000,76.50,5.42,101.71,16701,60000,2.65,2.03,2.72,2.71,2.32,2
46500,76.68,5.43,101.72,12828,60000,2.65,2.03,2.71,2.65,2.44,2
47000,76.77,5.40,101.72,15419,60000,2.65,2.02,2.71,2.60,2.42,2
47500,76.90,5.28,101.72,11533,59721,2.65,2.02,2.71,2.64,2.44,2
48000,76.92,5.12,101.72,17321,60000,2.65,2.03,2.71,2.66,2.43,2
48500,77.01,5.13,101.72,21181,60000,2.65,2.04,2.72,2.65,2.41,2
49000,77.48,5.25,101.71,16604,60000,2.66,2.04,2.72,2.62,2.52,2
49500,77.95,5.31,101.71,14385,60000,2.65,2.03,2.71,2.59,2.37,2
50000,78.05,5.18,101.71,16205,60000,2.65,2.02,2.71,2.54,2.41,2
50500,78.17,5.11,101.71,13131,60000,2.65,2.03,2.71,2.55,2.47,2
51000,78.53,5.25,101.71,17597,60000,2.66,2.05,2.72,2.65,2.44,2
51500,78.94,5.32,101.71,18755,60000,2.67,2.05,2.73,2.68,2.48,2
52000,79.23,5.37,101.71,17804,60000,2.67,2.06,2.73,2.60,2.57,2
52500,79.28,5.32,101.71,16232,60000,2.67,2.05,2.72,2.59,2.52,2
