timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,state
0,26.45,45.36,102.15,2352,1406,1.89,1.35,1.85,2.18,1
500,26.92,45.47,102.15,3755,2655,1.89,1.35,1.87,2.18,1
1000,27.14,45.45,102.15,4391,4457,1.91,1.35,1.88,2.16,1
1500,27.27,45.38,102.15,3159,4542,1.91,1.35,1.88,2.13,1
2000,27.29,45.19,102.15,2330,4091,1.91,1.35,1.89,2.13,1
2500,27.30,45.01,102.15,1700,3294,1.91,1.35,1.89,2.02,1
3000,27.31,44.81,102.15,1180,2660,1.90,1.35,1.90,1.96,1
3500,27.31,44.62,102.15,819,2136,1.90,1.35,1.89,1.80,1
4000,27.31,44.44,102.15,687,1681,1.90,1.35,1.89,1.76,1
4500,27.32,44.29,102.15,598,1369,1.89,1.35,1.89,1.71,1
5000,27.32,44.12,102.15,521,1177,1.89,1.35,1.88,1.65,1
5500,27.33,43.94,102.15,521,1077,1.89,1.34,1.87,1.60,1
6000,27.34,43.84,102.16,506,948,1.88,1.34,1.87,1.58,1
6500,27.35,43.69,102.15,472,853,1.88,1.34,1.87,1.54,1
7000,27.35,43.58,102.15,433,747,1.88,1.34,1.86,1.51,1
7500,27.35,43.45,102.16,539,712,1.88,1.34,1.87,1.66,1
8000,27.36,43.38,102.16,660,771,1.88,1.34,1.87,1.88,1
8500,27.41,43.28,102.16,724,792,1.89,1.34,1.88,1.95,2
9000,27.43,43.20,102.16,692,762,1.89,1.34,1.88,1.90,2
9500,27.45,43.13,102.16,1068,995,1.89,1.34,1.89,1.98,2
10000,27.57,43.12,102.15,3537,2498,1.93,1.35,1.92,2.43,2
10500,27.74,43.12,102.15,4506,4522,1.97,1.36,1.96,2.62,2
11000,27.88,43.16,102.15,4840,6388,1.98,1.36,1.98,2.64,2
11500,27.92,43.16,102.16,4729,6784,2.00,1.37,2.01,2.68,2
12000,28.00,43.15,102.15,4734,7543,2.01,1.37,2.02,2.56,2
12500,28.11,43.14,102.15,3186,6222,2.02,1.38,2.03,2.51,2
13000,28.16,43.06,102.15,2874,5666,2.02,1.40,2.04,2.39,2
13500,28.17,42.97,102.15,2236,5144,2.02,1.41,2.05,2.32,2
14000,28.21,42.88,102.15,1746,4327,2.03,1.43,2.07,2.30,2
14500,28.22,42.78,102.15,1218,3188,2.03,1.44,2.07,2.17,2
15000,28.25,42.68,102.16,1247,2946,2.04,1.45,2.08,2.23,2
15500,28.32,42.53,102.16,1231,2775,2.05,1.49,2.11,2.19,2
16000,28.43,42.44,102.16,1495,2995,2.07,1.55,2.14,2.20,2
16500,28.46,42.29,102.16,1619,3001,2.09,1.56,2.16,2.19,2
17000,28.65,42.18,102.16,2604,4337,2.12,1.60,2.19,2.39,2
17500,29.03,42.11,102.16,3353,5350,2.14,1.64,2.23,2.45,2
18000,29.22,42.01,102.16,4489,6548,2.17,1.68,2.26,2.53,2
18500,29.40,41.92,102.15,5835,9062,2.19,1.69,2.27,2.56,2
19000,29.61,41.76,102.16,4820,9017,2.19,1.68,2.28,2.54,2
19500,29.82,41.60,102.16,4055,7892,2.20,1.67,2.27,2.49,2
20000,29.97,41.42,102.16,4204,7768,2.20,1.66,2.27,2.48,2
20500,30.10,41.21,102.15,4089,7689,2.20,1.65,2.27,2.45,2
21000,30.31,40.96,102.16,4086,7475,2.20,1.65,2.28,2.48,2
21500,30.55,40.74,102.16,4256,7903,2.20,1.65,2.28,2.45,2
22000,30.53,40.43,102.15,4405,8207,2.21,1.65,2.28,2.39,2
22500,30.71,40.15,102.16,4931,9625,2.21,1.65,2.28,2.48,2
23000,30.89,39.89,102.16,4420,9029,2.21,1.65,2.28,2.50,2
23500,31.17,39.65,102.16,5134,9738,2.22,1.65,2.28,2.53,2
24000,31.51,39.42,102.16,5261,10053,2.22,1.64,2.29,2.54,2
24500,31.81,39.15,102.16,4722,9389,2.22,1.63,2.28,2.43,2
25000,32.13,38.89,102.15,5499,10166,2.23,1.62,2.28,2.54,2
25500,32.55,38.61,102.15,5169,10278,2.23,1.62,2.28,2.50,2
26000,32.84,38.27,102.16,3841,8353,2.22,1.61,2.28,2.45,2
26500,33.01,37.89,102.15,4450,8410,2.22,1.61,2.27,2.47,2
27000,33.25,37.51,102.16,4995,9772,2.23,1.60,2.28,2.53,2
27500,33.52,37.18,102.16,5916,10672,2.24,1.60,2.28,2.59,2
28000,33.74,36.84,102.16,4786,10053,2.23,1.60,2.28,2.56,2
28500,34.11,36.50,102.16,4055,8207,2.24,1.59,2.28,2.52,2
29000,34.48,36.14,102.16,4008,8049,2.24,1.59,2.27,2.46,2
29500,34.65,35.73,102.16,4818,9130,2.24,1.59,2.28,2.55,2
30000,35.13,35.39,102.15,4489,8984,2.25,1.59,2.28,2.59,2
30500,35.60,35.05,102.16,4830,9355,2.25,1.59,2.28,2.57,2
31000,35.93,34.68,102.16,5614,10436,2.26,1.60,2.29,2.62,2
31500,36.32,34.28,102.16,7404,11753,2.26,1.59,2.29,2.60,2
32000,36.78,33.88,102.16,6170,11257,2.26,1.60,2.30,2.60,2
32500,36.92,33.39,102.16,6999,11505,2.27,1.60,2.30,2.63,2
33000,37.00,32.95,102.16,9906,14060,2.27,1.60,2.31,2.64,2
33500,37.21,32.46,102.16,10253,15253,2.28,1.60,2.31,2.68,2
34000,37.46,32.09,102.16,9524,14578,2.28,1.60,2.31,2.64,2
34500,37.78,31.70,102.16,9854,14916,2.28,1.60,2.32,2.65,2
35000,38.23,31.36,102.16,10190,15062,2.29,1.61,2.32,2.67,2
35500,38.47,30.97,102.17,9483,14837,2.29,1.61,2.32,2.67,2
36000,38.51,30.55,102.16,11221,15985,2.29,1.61,2.32,2.62,2
36500,38.74,30.12,102.16,11325,17509,2.30,1.61,2.33,2.67,2
37000,38.99,29.76,102.17,10329,15918,2.29,1.61,2.33,2.67,2
37500,39.16,29.40,102.16,7659,13723,2.28,1.61,2.33,2.57,2
38000,39.43,29.03,102.17,9912,14769,2.29,1.61,2.33,2.64,2
38500,39.50,28.69,102.16,13310,19287,2.30,1.62,2.34,2.71,2
39000,39.76,28.38,102.16,13724,21030,2.31,1.62,2.34,2.69,2
39500,40.14,28.15,102.16,15309,21587,2.32,1.63,2.35,2.73,2
40000,40.47,27.90,102.16,15598,23226,2.32,1.64,2.36,2.73,2
40500,40.67,27.62,102.16,15378,22354,2.32,1.64,2.36,2.69,2
41000,40.88,27.32,102.16,13393,20716,2.33,1.64,2.36,2.71,2
41500,41.21,27.07,102.17,12221,18834,2.33,1.65,2.36,2.72,2
42000,41.38,26.80,102.16,16949,23714,2.33,1.65,2.37,2.70,2
