timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,state
0,40.88,17.06,102.14,695,745,2.15,1.60,2.18,1.53,1
500,41.33,17.09,102.14,681,736,2.15,1.60,2.18,1.54,1
1000,41.51,17.03,102.14,697,760,2.15,1.60,2.18,1.53,1
1500,41.60,16.96,102.14,661,739,2.15,1.60,2.18,1.52,1
2000,41.44,16.87,102.14,647,736,2.14,1.60,2.18,1.49,1
2500,41.51,16.80,102.14,618,702,2.15,1.60,2.18,1.49,1
3000,41.70,16.74,102.14,631,683,2.14,1.60,2.18,1.50,1
3500,41.74,16.71,102.14,628,681,2.14,1.59,2.17,1.51,1
4000,41.83,16.65,102.14,600,639,2.14,1.59,2.17,1.50,1
4500,42.01,16.59,102.14,594,616,2.14,1.59,2.17,1.50,1
5000,41.96,16.51,102.14,617,619,2.14,1.59,2.17,1.50,1
5500,41.89,16.46,102.14,630,645,2.14,1.59,2.17,1.53,1
6000,41.71,16.39,102.14,610,632,2.14,1.59,2.17,1.52,1
6500,41.36,16.33,102.14,582,610,2.14,1.59,2.17,1.49,1
7000,41.27,16.34,102.14,635,622,2.14,1.58,2.17,1.49,1
7500,41.26,16.39,102.14,1802,1207,2.16,1.59,2.19,2.23,1
8000,41.35,16.50,102.14,1989,1997,2.18,1.60,2.21,2.42,1
8500,41.49,16.59,102.14,2450,2526,2.20,1.60,2.22,2.40,1
9000,41.29,16.64,102.14,3527,3916,2.19,1.60,2.23,2.32,1
9500,41.23,16.68,102.14,2953,4557,2.19,1.60,2.23,2.16,1
10000,41.00,16.72,102.15,1891,3705,2.19,1.59,2.23,1.96,1
10500,40.89,16.79,102.14,1492,2995,2.19,1.59,2.22,1.88,1
11000,40.86,16.87,102.14,1208,2621,2.18,1.59,2.21,1.84,1
11500,40.92,16.93,102.14,1247,2491,2.18,1.59,2.21,1.83,1
12018,41.00,16.99,102.14,1708,2803,2.19,1.59,2.22,2.00,2
12518,41.31,17.02,102.14,1897,3066,2.20,1.59,2.22,2.07,2
13018,41.76,17.05,102.14,2038,3570,2.20,1.59,2.23,2.23,2
13518,42.27,17.03,102.14,2337,4031,2.21,1.59,2.24,2.27,2
14018,42.52,16.98,102.14,3004,4939,2.22,1.59,2.24,2.33,2
14518,42.64,16.89,102.14,2541,4823,2.23,1.59,2.25,2.30,2
15018,42.85,16.77,102.14,2666,4868,2.23,1.59,2.25,2.37,2
15518,43.09,16.69,102.14,2683,5044,2.23,1.59,2.26,2.37,2
16018,43.29,16.55,102.14,2531,4944,2.24,1.60,2.26,2.40,2
16518,43.59,16.42,102.14,2494,4873,2.24,1.60,2.27,2.41,2
17018,43.76,16.28,102.14,2622,5089,2.24,1.60,2.27,2.36,2
17518,44.02,16.14,102.14,2695,5204,2.25,1.60,2.28,2.44,2
18018,44.40,15.99,102.14,2970,5571,2.26,1.60,2.28,2.47,2
18518,44.68,15.82,102.14,3507,5962,2.26,1.60,2.29,2.43,2
19018,45.00,15.66,102.14,3348,6147,2.26,1.61,2.29,2.48,2
19518,45.24,15.49,102.14,3041,5786,2.27,1.61,2.29,2.44,2
20018,45.33,15.31,102.15,3061,5917,2.27,1.61,2.30,2.43,2
20518,45.34,15.13,102.14,2580,5626,2.26,1.61,2.30,2.39,2
21018,45.38,14.97,102.14,2801,5641,2.27,1.61,2.30,2.35,2
21518,45.71,14.83,102.14,2570,5415,2.27,1.61,2.30,2.41,2
22018,46.06,14.74,102.14,3370,6052,2.28,1.61,2.31,2.50,2
22518,46.31,14.61,102.14,3740,6423,2.28,1.61,2.31,2.51,2
23018,46.66,14.48,102.14,4106,6975,2.29,1.62,2.32,2.55,2
23518,46.97,14.33,102.14,3824,6889,2.29,1.62,2.32,2.58,2
24018,47.27,14.18,102.14,3615,6669,2.30,1.62,2.33,2.60,2
24518,47.45,14.03,102.14,3772,6794,2.30,1.62,2.33,2.58,2
25018,47.77,13.87,102.15,4091,7419,2.30,1.62,2.34,2.55,2
25518,47.84,13.68,102.14,3237,6644,2.30,1.62,2.34,2.50,2
26018,47.81,13.49,102.15,4455,7813,2.30,1.62,2.33,2.45,2
26518,47.88,13.35,102.14,8070,11708,2.31,1.62,2.34,2.54,2
27018,47.98,13.25,102.14,8557,12946,2.31,1.63,2.35,2.57,2
27518,48.14,13.16,102.14,8736,13756,2.32,1.63,2.35,2.56,2
28018,48.40,13.07,102.14,8806,13813,2.32,1.63,2.35,2.57,2
28518,48.89,13.02,102.14,8296,13970,2.32,1.63,2.36,2.61,2
29018,49.04,12.90,102.14,7659,13407,2.33,1.64,2.36,2.59,2
29518,49.23,12.79,102.14,11001,15850,2.33,1.64,2.36,2.62,2
30018,49.26,12.65,102.14,8777,14859,2.33,1.64,2.36,2.60,2
30518,49.28,12.54,102.14,7462,13599,2.33,1.64,2.36,2.56,2
31018,49.20,12.44,102.14,6981,12845,2.33,1.64,2.37,2.57,2
31518,49.42,12.40,102.14,8620,13981,2.34,1.64,2.37,2.61,2
32018,49.47,12.33,102.14,8481,14072,2.34,1.64,2.37,2.57,2
32518,49.63,12.30,102.14,10867,16019,2.34,1.64,2.37,2.57,2
33018,49.81,12.28,102.14,9744,15906,2.34,1.65,2.37,2.58,2
33518,49.75,12.16,102.14,8788,15107,2.34,1.65,2.37,2.53,2
34018,49.57,12.10,102.14,9512,15118,2.34,1.65,2.37,2.53,2
34518,49.53,12.05,102.14,9686,15501,2.34,1.65,2.37,2.56,2
35018,49.54,11.99,102.14,10352,16041,2.34,1.65,2.37,2.46,2
35518,49.47,11.95,102.14,8157,14567,2.33,1.65,2.37,2.39,2
36018,49.36,11.92,102.14,12883,20263,2.34,1.65,2.37,2.52,2
36518,49.58,11.96,102.14,13103,21971,2.34,1.65,2.37,2.51,2
37018,49.91,12.00,102.14,11441,20228,2.34,1.65,2.38,2.55,2
37518,50.20,11.98,102.14,13724,22563,2.34,1.65,2.38,2.51,2
38018,50.42,11.96,102.14,16425,25666,2.34,1.65,2.38,2.56,2
38518,50.55,11.92,102.14,13131,22772,2.34,1.65,2.38,2.48,2
