timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co,state
0,35.46,24.16,102.14,1382,2674,2.11,1.60,2.16,1.77,1
500,35.90,24.24,102.14,1072,2311,2.11,1.60,2.15,1.69,1
1000,36.07,24.19,102.14,918,2000,2.10,1.60,2.15,1.64,1
1500,35.99,24.08,102.15,1151,1794,2.10,1.60,2.15,1.66,1
2000,35.83,24.00,102.14,1131,1626,2.10,1.60,2.15,1.66,1
2500,35.84,23.99,102.14,1001,1508,2.10,1.60,2.14,1.66,1
3000,36.19,24.01,102.15,1808,2200,2.11,1.60,2.15,1.99,1
3500,36.42,24.04,102.14,2639,2983,2.13,1.61,2.16,2.30,1
4000,36.51,24.09,102.14,8064,7081,2.16,1.62,2.20,2.66,1
4500,36.54,24.13,102.15,9999,12529,2.17,1.62,2.21,2.64,1
5000,36.69,24.15,102.14,8557,12766,2.18,1.62,2.22,2.55,1
5500,36.73,24.10,102.15,5128,10042,2.17,1.62,2.21,2.38,1
6000,36.75,24.02,102.15,3225,6624,2.16,1.61,2.21,2.18,1
6500,36.75,23.91,102.15,2016,5295,2.16,1.61,2.20,2.11,1
7000,36.51,23.74,102.15,1409,3805,2.15,1.60,2.20,1.89,1
7500,36.36,23.60,102.15,984,2891,2.14,1.60,2.19,1.77,1
8000,36.22,23.50,102.15,791,2480,2.14,1.60,2.18,1.71,1
8500,36.24,23.42,102.15,759,2267,2.14,1.59,2.18,1.86,1
9000,36.09,23.37,102.15,711,1988,2.14,1.59,2.17,1.81,1
9500,36.10,23.31,102.15,713,1833,2.13,1.59,2.17,1.85,1
10000,36.00,23.27,102.15,734,1785,2.13,1.58,2.17,1.92,1
10500,35.90,23.25,102.15,662,1561,2.12,1.58,2.16,1.82,1
11000,35.93,23.25,102.14,818,1709,2.13,1.58,2.17,2.06,1
11500,35.90,23.24,102.15,728,1545,2.12,1.58,2.16,1.90,1
12000,35.85,23.25,102.15,734,1503,2.12,1.58,2.17,2.03,1
12500,35.85,23.26,102.15,795,1508,2.12,1.58,2.17,2.03,1
13000,35.87,23.30,102.15,833,1554,2.12,1.57,2.17,2.09,1
13500,35.91,23.34,102.14,807,1510,2.12,1.57,2.17,1.97,1
14000,35.98,23.37,102.15,809,1452,2.12,1.57,2.17,2.04,1
14500,36.00,23.38,102.15,727,1317,2.12,1.57,2.17,1.98,1
15000,35.89,23.36,102.15,758,1283,2.11,1.57,2.16,1.79,1
15500,35.85,23.37,102.15,1555,2140,2.11,1.57,2.16,2.00,1
16000,35.77,23.38,102.15,1666,2339,2.11,1.57,2.16,1.84,1
16500,35.74,23.40,102.15,1251,2300,2.11,1.57,2.15,1.78,1
17000,35.55,23.40,102.15,853,1928,2.11,1.56,2.15,1.82,1
17500,35.40,23.43,102.15,741,1633,2.10,1.56,2.15,1.77,1
18000,35.30,23.45,102.15,662,1402,2.10,1.56,2.15,1.76,1
18500,35.29,23.51,102.14,594,1212,2.10,1.56,2.14,1.68,1
19000,35.16,23.56,102.15,606,1145,2.09,1.56,2.14,1.69,1
19500,35.04,23.62,102.15,756,1232,2.09,1.56,2.14,1.78,1
20000,34.94,23.67,102.14,671,1157,2.09,1.56,2.14,1.71,1
20500,34.83,23.77,102.14,664,1110,2.08,1.56,2.14,1.69,1
21000,34.75,23.84,102.15,647,1037,2.09,1.56,2.14,1.78,1
